filename; file size V1; file size V2; LTS size V1; LTS size V2; Explored V1 ; Explored V2 ; matches V1; matches V2
ALCP702.COB ; 4117 ; 2014 ; 695 ; 336; 27 ; 28 ; 25; 18
ALCP703.COB ; 1950 ; 1223 ; 444 ; 196; 66 ; 71 ; 66; 31
ALCP704.COB ; 2316 ; 1666 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCP705.COB ; 2988 ; 1810 ; 583 ; 267; 29 ; 28 ; 27; 18
ALCP706.COB ; 3630 ; 1833 ; 797 ; 402; 28 ; 25 ; 28; 16
ALCP707.COB ; 1426 ; 1074 ; 395 ; 179; 43 ; 40 ; 43; 28
ALCP754.COB ; 1831 ; 882 ; 295 ; 86; 34 ; 32 ; 34; 21
ALCP755.COB ; 1752 ; 779 ; 266 ; 66; 34 ; 32 ; 34; 21
ALCP787.COB ; 1244 ; 862 ; 326 ; 135; 29 ; 28 ; 27; 18
ALCP901.COB ; 19907 ; 3653 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCP936.COB ; 1346 ; 991 ; 368 ; 181; 34 ; 30 ; 34; 20
ALCP998.COB ; 1601 ; 888 ; 272 ; 127; 27 ; 27 ; 27; 18
ALCS024.COB ; 4550 ; 2720 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS025.COB ; 2498 ; 1626 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS026.COB ; 4377 ; 2529 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS027.COB ; 3947 ; 2288 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS028.COB ; 3214 ; 2019 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS029.COB ; 3131 ; 1937 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS030.COB ; 2452 ; 1508 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS031.COB ; 2486 ; 1589 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS032.COB ; 2925 ; 1664 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS048.COB ; 2712 ; 1517 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS049.COB ; 3321 ; 1967 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS065.COB ; 2422 ; 1512 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS066.COB ; 4426 ; 2716 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS067.COB ; 2012 ; 1272 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS068.COB ; 2176 ; 1353 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS070.COB ; 2527 ; 1373 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS140.COB ; 2678 ; 1191 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS141.COB ; 6722 ; 3445 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS142.COB ; 5808 ; 2954 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS143.COB ; 6256 ; 2940 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS144.COB ; 5430 ; 2497 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS145.COB ; 2768 ; 1347 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS146.COB ; 5675 ; 3188 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS147.COB ; 8252 ; 4910 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS150.COB ; 2294 ; 1230 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS151.COB ; 2603 ; 1555 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS152.COB ; 2191 ; 1120 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS241.COB ; 5366 ; 2818 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS242.COB ; 5205 ; 2885 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS244.COB ; 4968 ; 2699 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS246.COB ; 7243 ; 4174 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS247.COB ; 6953 ; 3981 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS248.COB ; 7136 ; 3844 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS250.COB ; 2500 ; 1363 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCS251.COB ; 2496 ; 1366 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCU009.COB ; 6114 ; 5744 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCU014.COB ; 781 ; 672 ; 246 ; 102; 104 ; 76 ; 104; 51
ALCU020.COB ; 2658 ; 1698 ; 525 ; 271; 65 ; 47 ; 65; 32
ALCU021.COB ; 14828 ; 14376 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCU022.COB ; 2371 ; 1701 ; 654 ; 312; 77 ; 61 ; 77; 39
ALCU023.COB ; 1309 ; 958 ; 396 ; 164; 39 ; 23 ; 37; 14
ALCU024.COB ; 2811 ; 2096 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCU026.COB ; 5431 ; 3803 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCU027.COB ; 1359 ; 798 ; 238 ; 110; 33 ; 31 ; 31; 19
ALCU028.COB ; 2100 ; 1213 ; 555 ; 294; 45 ; 31 ; 45; 20
ALCU029.COB ; 6177 ; 3982 ; 905 ; 551; 38 ; 32 ; 37; 21
ALCU030.COB ; 16361 ; 16090 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCU031.COB ; 1918 ; 1353 ; 278 ; 166; 42 ; 34 ; 42; 22
ALCU034.COB ; 1104 ; 898 ; 382 ; 148; 42 ; 36 ; 40; 22
ALCU036.COB ; 1413 ; 996 ; 468 ; 148; 32 ; 19 ; 30; 11
ALCU039.COB ; 435 ; 407 ; 192 ; 97; 34 ; 25 ; 32; 15
ALCU042.COB ; 431 ; 407 ; 190 ; 97; 34 ; 25 ; 32; 15
ALCU045.COB ; 2888 ; 2158 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCU047.COB ; 1783 ; 993 ; 538 ; 239; 85 ; 66 ; 83; 45
ALCU050.COB ; 4361 ; 3660 ; 1658 ; 1185; 30 ; 21 ; 30; 15
ALCU051.COB ; 1211 ; 765 ; 283 ; 165; 40 ; 34 ; 40; 22
ALCU052.COB ; 1812 ; 1136 ; 465 ; 158; 64 ; 34 ; 64; 22
ALCU053.COB ; 1396 ; 1063 ; 469 ; 210; 37 ; 24 ; 35; 15
ALCU061.COB ; 3309 ; 1983 ; 965 ; 461; 35 ; 23 ; 35; 13
ALCU062.COB ; 1912 ; 1125 ; 531 ; 260; 147 ; 114 ; 147; 77
ALCU063.COB ; 1916 ; 1420 ; 468 ; 298; 18 ; 21 ; 18; 12
ALCU064.COB ; 3210 ; 1344 ; 365 ; 197; 37 ; 32 ; 37; 18
ALCU065.COB ; 2635 ; 1761 ; 600 ; 382; 34 ; 48 ; 34; 23
ALCU066.COB ; 941 ; 534 ; 187 ; 88; 46 ; 53 ; 46; 27
ALCU067.COB ; 627 ; 417 ; 95 ; 44; 29 ; 33 ; 27; 21
ALCU068.COB ; 782 ; 411 ; 108 ; 60; 57 ; 63 ; 55; 36
ALCU069.COB ; 1677 ; 1021 ; 524 ; 358; 75 ; 64 ; 50; 29
ALCU070.COB ; 6206 ; 3961 ; 622 ; 355; 20 ; 13 ; 18; 8
ALCU071.COB ; 246 ; 222 ; 115 ; 30; 57 ; 52 ; 57; 24
ALCU080.COB ; 1215 ; 986 ; 431 ; 197; 85 ; 81 ; 85; 53
ALCU081.COB ; 1170 ; 890 ; 282 ; 143; 24 ; 17 ; 24; 11
ALCU082.COB ; 613 ; 296 ; 105 ; 49; 24 ; 17 ; 24; 11
ALCU100.COB ; 747 ; 559 ; 142 ; 56; 38 ; 37 ; 38; 22
ALCU101.COB ; 2944 ; 1221 ; 557 ; 275; 16 ; 10 ; 14; 5
ALCU102.COB ; 6585 ; 2581 ; 657 ; 427; 32 ; 34 ; 30; 21
ALCU103.COB ; 4828 ; 2090 ; 833 ; 453; 14 ; 10 ; 12; 5
ALCU250.COB ; 1677 ; 1220 ; 675 ; 364; 75 ; 63 ; 73; 44
ALCU252.COB ; 470 ; 319 ; 132 ; 69; 77 ; 71 ; 77; 45
ALCU254.COB ; 3928 ; 3652 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
ALCU260.COB ; 1652 ; 1266 ; 825 ; 504; 272 ; 279 ; 272; 191
ALCU261.COB ; 875 ; 624 ; 321 ; 168; 67 ; 78 ; 65; 51
ALCU262.COB ; 1330 ; 877 ; 478 ; 296; 127 ; 143 ; 127; 91
ALCU263.COB ; 1351 ; 902 ; 385 ; 176; 55 ; 34 ; 53; 22
ALCU264.COB ; 447 ; 284 ; 84 ; 59; 55 ; 74 ; 55; 41
ALCU265.COB ; 876 ; 586 ; 312 ; 141; 3 ; 6 ; 2; 3
ALCVD40.COB ; 616 ; 451 ; 188 ; 88; 13 ; 11 ; 11; 5
ALCVD41.COB ; 1235 ; 915 ; 348 ; 208; 15 ; 11 ; 13; 5
ALCVD42.COB ; 1169 ; 877 ; 336 ; 196; 15 ; 11 ; 13; 5
ALCVD43.COB ; 1074 ; 765 ; 276 ; 180; 13 ; 11 ; 11; 5
ALCVD44.COB ; 962 ; 682 ; 234 ; 138; 13 ; 11 ; 11; 5
ALCVD45.COB ; 800 ; 583 ; 224 ; 128; 13 ; 11 ; 11; 5
ALCVD46.COB ; 728 ; 534 ; 210 ; 114; 13 ; 11 ; 11; 5
ALCVD47.COB ; 970 ; 740 ; 304 ; 164; 15 ; 11 ; 13; 5
ALCVD69.COB ; 795 ; 607 ; 272 ; 121; 15 ; 11 ; 13; 5
ALCVD70.COB ; 963 ; 741 ; 300 ; 156; 15 ; 11 ; 13; 5
ALCVD71.COB ; 678 ; 493 ; 200 ; 100; 13 ; 11 ; 11; 5
ALCVF01.COB ; 1130 ; 900 ; 322 ; 182; 15 ; 11 ; 13; 5
ALCVF05.COB ; 852 ; 656 ; 284 ; 144; 15 ; 11 ; 13; 5
ALCVF08.COB ; 1132 ; 842 ; 332 ; 192; 15 ; 11 ; 13; 5
ALCVF11.COB ; 1618 ; 1131 ; 368 ; 272; 13 ; 11 ; 11; 5
ALCVF12.COB ; 1711 ; 1197 ; 398 ; 302; 13 ; 11 ; 11; 5
ALCVF13.COB ; 1565 ; 1099 ; 370 ; 274; 13 ; 11 ; 11; 5
ALCVF14.COB ; 1127 ; 844 ; 330 ; 190; 15 ; 11 ; 13; 5
ALCVF21.COB ; 836 ; 642 ; 280 ; 140; 15 ; 11 ; 13; 5
AMPB402.COB ; 1350 ; 1010 ; 318 ; 164; 234 ; 274 ; 234; 133
AMPB424.COB ; 1576 ; 1259 ; 430 ; 267; 356 ; 427 ; 356; 242
AMPB431.COB ; 3845 ; 2636 ; 524 ; 307; 133 ; 156 ; 133; 92
AMPB432.COB ; 2124 ; 1151 ; 316 ; 163; 126 ; 148 ; 124; 68
AMPB433.COB ; 3033 ; 1332 ; 388 ; 206; 152 ; 177 ; 150; 83
AMPB434.COB ; 3047 ; 1344 ; 388 ; 206; 152 ; 177 ; 150; 83
AMPB500.COB ; 1766 ; 1164 ; 424 ; 250; 36 ; 27 ; 34; 19
AMPB910.COB ; 3067 ; 2539 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
AMPC100.COB ; 2001 ; 1279 ; 683 ; 262; 72 ; 69 ; 71; 41
AMPC110.COB ; 2156 ; 1399 ; 744 ; 275; 76 ; 73 ; 75; 41
AMPC120.COB ; 2156 ; 1399 ; 744 ; 275; 76 ; 73 ; 75; 41
AMPC130.COB ; 1930 ; 1222 ; 655 ; 253; 70 ; 67 ; 69; 41
AMPC140.COB ; 2227 ; 1452 ; 772 ; 282; 78 ; 75 ; 77; 41
AMPC150.COB ; 2225 ; 1454 ; 769 ; 284; 78 ; 75 ; 77; 41
AMPC160.COB ; 2227 ; 1452 ; 772 ; 282; 78 ; 75 ; 77; 41
AMPP423.COB ; 1920 ; 2093 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
AMPP426.COB ; 3709 ; 3371 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
AMPP428.COB ; 5892 ; 5319 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
AMPP429.COB ; 2080 ; 1658 ; 358 ; 130; 58 ; 79 ; 58; 31
AMPP440.COB ; 696 ; 558 ; 208 ; 88; 10 ; 10 ; 9; 7
AMPP505.COB ; 1017 ; 771 ; 194 ; 101; 23 ; 25 ; 21; 17
AMPS001.COB ; 2034 ; 1004 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
AMPU025.COB ; 1012 ; 778 ; 515 ; 167; 54 ; 34 ; 54; 24
AMPU027.COB ; 1117 ; 853 ; 445 ; 202; 36 ; 21 ; 36; 15
AMPU028.COB ; 326 ; 154 ; 65 ; 11; 30 ; 21 ; 30; 11
AMPU029.COB ; 615 ; 274 ; 115 ; 54; 32 ; 23 ; 31; 15
AMPU101.COB ; 516 ; 307 ; 97 ; 46; 58 ; 49 ; 56; 30
AMPU800.COB ; 4109 ; 2371 ; 126 ; 74; 12 ; 12 ; 12; 6
AMPU801.COB ; 678 ; 381 ; 138 ; 69; 17 ; 17 ; 17; 9
CAPB005.COB ; 4526 ; 3471 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPB006.COB ; 2824 ; 2191 ; 784 ; 460; 107 ; 94 ; 105; 59
CAPB081.COB ; 1628 ; 1144 ; 399 ; 186; 77 ; 67 ; 77; 41
CAPB082.COB ; 1617 ; 1140 ; 397 ; 186; 77 ; 67 ; 77; 41
CAPB083.COB ; 1700 ; 1123 ; 381 ; 185; 74 ; 64 ; 74; 39
CAPB087.COB ; 1465 ; 1036 ; 307 ; 170; 35 ; 27 ; 33; 19
CAPP001.COB ; 1874 ; 1312 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPP002.COB ; 2529 ; 1831 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPP003.COB ; 4441 ; 3250 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPP011.COB ; 2066 ; 1384 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPP012.COB ; 3234 ; 2145 ; 950 ; 448; 64 ; 25 ; 64; 17
CAPP013.COB ; 686 ; 444 ; 152 ; 58; 67 ; 52 ; 66; 32
CAPP014.COB ; 1132 ; 750 ; 256 ; 134; 47 ; 28 ; 47; 21
CAPP015.COB ; 1902 ; 1324 ; 489 ; 275; 57 ; 38 ; 55; 27
CAPP016.COB ; 742 ; 600 ; 213 ; 88; 27 ; 11 ; 25; 7
CAPP017.COB ; 742 ; 600 ; 213 ; 88; 27 ; 11 ; 25; 7
CAPP022.COB ; 649 ; 438 ; 144 ; 58; 67 ; 52 ; 66; 32
CAPP023.COB ; 1068 ; 824 ; 269 ; 124; 31 ; 13 ; 31; 8
CAPP026.COB ; 1519 ; 1107 ; 360 ; 161; 78 ; 89 ; 76; 54
CAPP027.COB ; 302 ; 269 ; 74 ; 17; 38 ; 23 ; 36; 15
CAPP028.COB ; 387 ; 293 ; 80 ; 30; 42 ; 25 ; 42; 19
CAPP032.COB ; 1307 ; 963 ; 347 ; 175; 59 ; 37 ; 59; 28
CAPP033.COB ; 1048 ; 770 ; 288 ; 134; 24 ; 17 ; 22; 8
CAPP039.COB ; 1927 ; 1285 ; 526 ; 234; 27 ; 32 ; 25; 24
CAPP043.COB ; 2237 ; 1539 ; 617 ; 297; 45 ; 21 ; 45; 14
CAPP046.COB ; 2433 ; 1419 ; 502 ; 240; 23 ; 23 ; 21; 15
CAPP047.COB ; 2918 ; 1518 ; 594 ; 251; 23 ; 23 ; 21; 15
CAPP048.COB ; 2820 ; 1443 ; 685 ; 251; 23 ; 23 ; 23; 15
CAPP049.COB ; 1256 ; 913 ; 268 ; 96; 34 ; 37 ; 32; 25
CAPP050.COB ; 2854 ; 1472 ; 566 ; 253; 23 ; 23 ; 23; 15
CAPP061.COB ; 2816 ; 1729 ; 606 ; 268; 23 ; 23 ; 23; 15
CAPP063.COB ; 1516 ; 996 ; 372 ; 146; 27 ; 32 ; 25; 24
CAPP064.COB ; 2091 ; 1461 ; 512 ; 235; 120 ; 120 ; 118; 70
CAPP070.COB ; 589 ; 481 ; 107 ; 44; 100 ; 81 ; 100; 43
CAPP071.COB ; 710 ; 561 ; 178 ; 64; 75 ; 79 ; 73; 42
CAPP073.COB ; 749 ; 544 ; 175 ; 63; 34 ; 37 ; 32; 26
CAPP084.COB ; 2340 ; 1303 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPP085.COB ; 2359 ; 1308 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPP086.COB ; 1109 ; 741 ; 218 ; 85; 97 ; 83 ; 95; 43
CAPS001.COB ; 5300 ; 3505 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPS002.COB ; 8150 ; 5347 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPS003.COB ; 3794 ; 2135 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPS004.COB ; 5075 ; 2846 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPS005.COB ; 2737 ; 1488 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPS006.COB ; 4645 ; 2616 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CAPS007.COB ; 2993 ; 1814 ; 972 ; 453; 44 ; 36 ; 42; 23
CAPU004.COB ; 2118 ; 1525 ; 773 ; 388; 8 ; 13 ; 6; 3
CAPU005.COB ; 853 ; 716 ; 236 ; 99; 52 ; 50 ; 52; 31
CAPVA01.COB ; 960 ; 741 ; 254 ; 158; 13 ; 11 ; 11; 5
CAPVA02.COB ; 1236 ; 891 ; 312 ; 216; 13 ; 11 ; 11; 5
CAPVA03.COB ; 1101 ; 870 ; 328 ; 188; 15 ; 11 ; 13; 5
CAPVA04.COB ; 1369 ; 1072 ; 378 ; 238; 15 ; 11 ; 13; 5
CAPVA05.COB ; 736 ; 541 ; 212 ; 116; 13 ; 11 ; 11; 5
CAPVA06.COB ; 836 ; 611 ; 232 ; 136; 13 ; 11 ; 11; 5
CAPVA07.COB ; 805 ; 628 ; 274 ; 123; 15 ; 11 ; 13; 5
CVDB001.COB ; 7263 ; 5221 ; 2143 ; 1429; 104 ; 91 ; 103; 60
CVDB002.COB ; 4923 ; 3200 ; 1236 ; 681; 57 ; 43 ; 55; 29
CVDB003.COB ; 1595 ; 1095 ; 315 ; 160; 120 ; 117 ; 118; 66
CVDB004.COB ; 3214 ; 2040 ; 807 ; 430; 45 ; 35 ; 43; 23
CVDB010.COB ; 1811 ; 1124 ; 434 ; 203; 72 ; 85 ; 70; 52
CVDB011.COB ; 1799 ; 1110 ; 436 ; 236; 105 ; 110 ; 103; 64
CVDB101.COB ; 1775 ; 1257 ; 438 ; 222; 23 ; 23 ; 23; 14
CVDB105.COB ; 1999 ; 1390 ; 457 ; 259; 175 ; 202 ; 173; 108
CVDB202.COB ; 1879 ; 1103 ; 473 ; 248; 165 ; 188 ; 163; 105
CVDC001.COB ; 3081 ; 2283 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CVDC002.COB ; 2104 ; 1512 ; 777 ; 340; 27 ; 26 ; 27; 9
CVDC003.COB ; 2054 ; 1491 ; 771 ; 343; 27 ; 26 ; 27; 9
CVDC004.COB ; 2207 ; 1683 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CVDC005.COB ; 1628 ; 1063 ; 626 ; 254; 33 ; 21 ; 31; 12
CVDC006.COB ; 2674 ; 2073 ; 1087 ; 518; 20 ; 15 ; 20; 8
CVDC007.COB ; 2374 ; 1787 ; 925 ; 475; 29 ; 24 ; 29; 11
CVDC010.COB ; 1588 ; 1011 ; 605 ; 246; 25 ; 15 ; 25; 8
CVDP005.COB ; 1535 ; 971 ; 247 ; 122; 25 ; 22 ; 23; 14
CVDP006.COB ; 1227 ; 851 ; 233 ; 80; 153 ; 146 ; 153; 72
CVDP007.COB ; 1706 ; 1041 ; 277 ; 141; 25 ; 22 ; 23; 14
CVDP008.COB ; 1244 ; 863 ; 237 ; 81; 157 ; 151 ; 157; 73
CVDP009.COB ; 1526 ; 950 ; 322 ; 113; 23 ; 22 ; 23; 14
CVDP100.COB ; 2904 ; 1942 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CVDP102.COB ; 2926 ; 1679 ; 636 ; 383; 23 ; 23 ; 23; 14
CVDP103.COB ; 2894 ; 1637 ; 645 ; 367; 83 ; 77 ; 83; 43
CVDP104.COB ; 1143 ; 862 ; 225 ; 82; 38 ; 31 ; 36; 22
CVDP201.COB ; 1751 ; 1000 ; 276 ; 136; 47 ; 43 ; 47; 25
CVDS001.COB ; 3951 ; 2115 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CVDS002.COB ; 4175 ; 2475 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CVDS003.COB ; 4026 ; 2318 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CVDS004.COB ; 2980 ; 1491 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CVDS006.COB ; 5301 ; 3397 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CVDS007.COB ; 4408 ; 2766 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CVDU001.COB ; 817 ; 373 ; 127 ; 68; 29 ; 24 ; 27; 16
CVDU002.COB ; 3148 ; 1717 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
CVDU003.COB ; 630 ; 369 ; 161 ; 68; 33 ; 22 ; 31; 13
DABB011.COB ; 8689 ; 5868 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
DABB026.COB ; 1462 ; 942 ; 305 ; 167; 52 ; 47 ; 52; 32
DABB043.COB ; 2558 ; 1784 ; 703 ; 327; 27 ; 32 ; 25; 24
DABB070.COB ; 1886 ; 1217 ; 339 ; 160; 29 ; 32 ; 27; 24
DABB071.COB ; 1967 ; 1225 ; 339 ; 160; 29 ; 32 ; 27; 24
DABB072.COB ; 2324 ; 1581 ; 431 ; 200; 29 ; 32 ; 27; 24
DABB101.COB ; 3917 ; 2680 ; 980 ; 590; 28 ; 25 ; 28; 16
DABB103.COB ; 2444 ; 1565 ; 587 ; 293; 35 ; 28 ; 33; 18
DABB104.COB ; 2474 ; 1825 ; 726 ; 398; 68 ; 54 ; 66; 36
DABB105.COB ; 1171 ; 1019 ; 308 ; 176; 42 ; 45 ; 42; 28
DABB222.COB ; 1719 ; 1065 ; 290 ; 154; 29 ; 29 ; 27; 19
DABB223.COB ; 1232 ; 971 ; 332 ; 163; 41 ; 36 ; 41; 21
DABB224.COB ; 2737 ; 1097 ; 296 ; 159; 29 ; 29 ; 27; 19
DABB226.COB ; 2661 ; 1304 ; 329 ; 172; 29 ; 29 ; 27; 19
DABB400.COB ; 5501 ; 4359 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
DABB401.COB ; 1869 ; 1436 ; 520 ; 273; 79 ; 75 ; 77; 46
DABB598.COB ; 1526 ; 1114 ; 383 ; 200; 29 ; 28 ; 27; 18
DABB600.COB ; 2305 ; 1399 ; 461 ; 222; 159 ; 126 ; 157; 73
DABB601.COB ; 3567 ; 1679 ; 517 ; 284; 29 ; 29 ; 27; 19
DABB603.COB ; 2002 ; 1369 ; 430 ; 191; 23 ; 22 ; 23; 14
DABB604.COB ; 1074 ; 899 ; 260 ; 125; 189 ; 208 ; 189; 101
DABB611.COB ; 3083 ; 2069 ; 701 ; 353; 191 ; 198 ; 189; 125
DABB612.COB ; 1716 ; 1155 ; 409 ; 216; 27 ; 29 ; 25; 21
DABB701.COB ; 2680 ; 1884 ; 662 ; 315; 61 ; 65 ; 59; 40
DABB703.COB ; 1533 ; 1180 ; 357 ; 182; 83 ; 96 ; 81; 51
DABB705.COB ; 2471 ; 1754 ; 642 ; 305; 100 ; 104 ; 100; 66
DABB732.COB ; 1597 ; 973 ; 283 ; 151; 78 ; 89 ; 76; 48
DABB734.COB ; 1812 ; 1100 ; 336 ; 172; 45 ; 34 ; 43; 24
DABB739.COB ; 1926 ; 1247 ; 373 ; 203; 265 ; 305 ; 263; 151
DABB740.COB ; 1742 ; 1145 ; 337 ; 186; 230 ; 271 ; 228; 135
DABB741.COB ; 1848 ; 1163 ; 339 ; 187; 232 ; 274 ; 230; 136
DABB742.COB ; 3384 ; 1442 ; 362 ; 203; 128 ; 143 ; 128; 80
DABB743.COB ; 1761 ; 1165 ; 343 ; 189; 236 ; 278 ; 234; 138
DABB744.COB ; 3391 ; 1448 ; 362 ; 203; 128 ; 143 ; 128; 80
DABB745.COB ; 1802 ; 1151 ; 339 ; 187; 232 ; 274 ; 230; 136
DABB746.COB ; 1800 ; 1149 ; 337 ; 186; 230 ; 271 ; 228; 135
DABB747.COB ; 1802 ; 1151 ; 339 ; 187; 232 ; 274 ; 230; 136
DABB748.COB ; 2053 ; 1338 ; 397 ; 213; 27 ; 29 ; 25; 19
DABB749.COB ; 1873 ; 1163 ; 339 ; 187; 232 ; 274 ; 230; 136
DABB750.COB ; 1872 ; 1163 ; 339 ; 187; 232 ; 274 ; 230; 136
DABB751.COB ; 2140 ; 1420 ; 424 ; 225; 27 ; 30 ; 25; 20
DABB752.COB ; 1928 ; 1166 ; 355 ; 193; 126 ; 141 ; 126; 77
DABB753.COB ; 1679 ; 969 ; 296 ; 146; 69 ; 59 ; 69; 38
DABB825.COB ; 1863 ; 1280 ; 349 ; 207; 40 ; 42 ; 40; 23
DABB875.COB ; 2249 ; 1582 ; 596 ; 267; 27 ; 29 ; 25; 21
DABB887.COB ; 2922 ; 2010 ; 719 ; 369; 27 ; 32 ; 25; 24
DABB937.COB ; 6294 ; 2779 ; 665 ; 320; 34 ; 30 ; 34; 20
DABP012.COB ; 1951 ; 1222 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
DABP035.COB ; 831 ; 441 ; 111 ; 41; 62 ; 62 ; 60; 32
DABP096.COB ; 2276 ; 1243 ; 449 ; 199; 23 ; 22 ; 21; 14
DABP100.COB ; 995 ; 730 ; 230 ; 101; 27 ; 27 ; 27; 19
DABP102.COB ; 1953 ; 1298 ; 434 ; 209; 23 ; 22 ; 23; 14
DABP106.COB ; 4233 ; 1939 ; 661 ; 338; 32 ; 29 ; 30; 19
DABP108.COB ; 1050 ; 778 ; 235 ; 125; 29 ; 29 ; 27; 21
DABP110.COB ; 2213 ; 1572 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
DABP111.COB ; 726 ; 456 ; 106 ; 43; 30 ; 28 ; 30; 19
DABP112.COB ; 982 ; 604 ; 171 ; 62; 28 ; 28 ; 28; 19
DABP113.COB ; 2172 ; 1535 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
DABP114.COB ; 2177 ; 1549 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
DABP115.COB ; 2186 ; 1556 ; ERROR; ERROR; ERROR; ERROR; ERROR; ERROR
