filename; file size V1; file size V2; LTS size V1; LTS size V2; Explored V1 ; Explored V2 ; matches V1; matches V2; skipped V1; skipped V2
ALCC029.COB ; 2062 ; 1507 ; 777 ; 357; 97 ; 73 ; 81; 33;  8; 0
ALCC030.COB ; 2910 ; 2324 ; 1276 ; 644; 27 ; 20 ; 23; 8;  2; 0
ALCC031.COB ; 1962 ; 1446 ; 745 ; 350; 27 ; 18 ; 23; 8;  2; 0
ALCC032.COB ; 2532 ; 1962 ; 1070 ; 539; 27 ; 21 ; 23; 8;  2; 0
ALCC048.COB ; 2097 ; 1518 ; 774 ; 354; 95 ; 70 ; 79; 32;  8; 0
ALCC049.COB ; 2191 ; 1565 ; 792 ; 354; 95 ; 70 ; 79; 32;  8; 0
ALCC065.COB ; 2757 ; 2322 ; 1307 ; 667; 48 ; 39 ; 44; 17;  2; 0
ALCC066.COB ; 3860 ; 2695 ; 1580 ; 747; 31 ; 24 ; 27; 10;  2; 0
ALCC067.COB ; 2078 ; 1526 ; 792 ; 364; 33 ; 24 ; 27; 10;  4; 0
ALCC068.COB ; 2198 ; 1564 ; 802 ; 345; 27 ; 19 ; 23; 8;  2; 0
ALCC070.COB ; 2260 ; 1705 ; 932 ; 450; 36 ; 29 ; 32; 13;  2; 0
ALCC200.COB ; 1726 ; 1170 ; 692 ; 293; 82 ; 59 ; 70; 30;  6; 0
ALCP021.COB ; 4767 ; 2325 ; 763 ; 225; 61 ; 54 ; 57; 38;  2; 0
ALCP022.COB ; 2269 ; 798 ; 344 ; 113; 30 ; 24 ; 26; 12;  2; 0
ALCP023.COB ; 547 ; 425 ; 149 ; 49; 132 ; 117 ; 132; 49;  0; 0
ALCP040.COB ; 3860 ; 880 ; 347 ; 152; 40 ; 32 ; 34; 18;  2; 0
ALCP041.COB ; 879 ; 608 ; 122 ; 40; 80 ; 69 ; 78; 39;  2; 0
